# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "20" "-t" "CDS" "-g" "locus" "-a" "/media/lu/lu202306/ref/PAO1forsRNA.gff" "-o" "counts.txt" "PA0806.1-1.sorted.bam" "PA0806.1-2.sorted.bam" "PA0982.1-1.sorted.bam" "PA0982.1-2.sorted.bam" "PA1014.1-1.sorted.bam" "PA1014.1-2.sorted.bam" "PA1270.1-1.sorted.bam" "PA1270.1-2.sorted.bam" "PA1367.1-1.sorted.bam" "PA1367.1-2.sorted.bam" "PA2734.1-1.sorted.bam" "PA2734.1-2.sorted.bam" "PA2736.2-1.sorted.bam" "PA2736.2-2.sorted.bam" "PA3471.1-1.sorted.bam" "PA3471.1-2.sorted.bam" "PA4639.1-1.sorted.bam" "PA4639.1-2.sorted.bam" "PA4640.1-1.sorted.bam" "PA4640.1-2.sorted.bam" "PA4642.1-1.sorted.bam" "PA4642.1-2.sorted.bam" "WTEV-1-1.sorted.bam" "WTEV-1-2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	PA0806.1-1.sorted.bam	PA0806.1-2.sorted.bam	PA0982.1-1.sorted.bam	PA0982.1-2.sorted.bam	PA1014.1-1.sorted.bam	PA1014.1-2.sorted.bam	PA1270.1-1.sorted.bam	PA1270.1-2.sorted.bam	PA1367.1-1.sorted.bam	PA1367.1-2.sorted.bam	PA2734.1-1.sorted.bam	PA2734.1-2.sorted.bam	PA2736.2-1.sorted.bam	PA2736.2-2.sorted.bam	PA3471.1-1.sorted.bam	PA3471.1-2.sorted.bam	PA4639.1-1.sorted.bam	PA4639.1-2.sorted.bam	PA4640.1-1.sorted.bam	PA4640.1-2.sorted.bam	PA4642.1-1.sorted.bam	PA4642.1-2.sorted.bam	WTEV-1-1.sorted.bam	WTEV-1-2.sorted.bam
PA1273	chromosome	1384361	1385668	+	1308	40	26	352	341	48	18	35	31	46	93	47	23	69	60	41	27	58	48	43	38	585	596	109	87
PA1274	chromosome	1385670	1386326	+	657	36	25	113	120	21	8	18	16	16	15	6	22	21	21	20	4	12	12	11	14	161	209	28	45
PA1275	chromosome	1386323	1387261	+	939	18	22	90	86	9	11	14	12	19	17	10	10	30	21	12	13	28	18	23	21	181	180	41	66
PA1276	chromosome	1387254	1388249	+	996	21	22	159	182	18	12	20	31	24	44	21	24	43	28	35	20	30	8	36	31	352	385	73	56
PA1277	chromosome	1388242	1389714	+	1473	75	73	333	334	49	11	41	59	35	52	25	28	59	65	39	42	66	53	105	56	597	630	139	103
PA1278	chromosome	1389707	1390228	+	522	26	12	123	152	17	3	16	13	24	30	14	10	19	21	17	17	33	19	24	26	241	261	42	30
PA1279	chromosome	1390225	1391280	+	1056	36	66	346	391	53	39	29	36	71	121	37	39	66	79	56	32	68	46	69	51	501	537	140	101
PA1280	chromosome	1391277	1391861	+	585	13	4	89	110	14	6	6	8	10	25	8	4	25	26	2	3	18	13	13	17	137	137	28	33
PA1281	chromosome	1391864	1392601	+	738	18	17	48	63	25	11	19	11	34	39	6	9	26	20	8	9	32	15	15	16	106	72	29	26
PA1282	chromosome	1392564	1394069	-	1506	27	15	53	46	47	22	12	5	79	112	67	40	90	59	13	8	20	10	23	16	89	65	43	63
PA1283	chromosome	1394188	1394748	+	561	16	5	220	208	94	33	8	5	114	127	87	63	126	109	6	11	28	12	19	9	170	189	147	136
PA1284	chromosome	1394779	1396599	-	1821	27	2	119	108	49	23	35	21	57	109	30	39	67	76	7	2	24	6	17	12	100	92	31	42
PA1285	chromosome	1396731	1397180	+	450	10	4	54	78	56	29	8	4	47	67	36	22	35	42	2	0	10	10	6	14	42	57	28	27
PA1286	chromosome	1397254	1398453	+	1200	6	5	53	50	12	14	0	17	22	36	8	26	8	16	4	6	8	0	8	0	36	63	39	22
PA1287	chromosome	1398618	1399172	+	555	58	47	414	433	583	219	38	33	474	782	357	330	734	540	41	37	85	37	47	34	339	313	270	359
PA1288	chromosome	1399231	1400505	-	1275	1178	1046	9025	9866	1793	754	1011	1010	1836	2757	1329	1226	2625	2282	848	812	1645	869	1211	1077	19718	18967	4854	9621
PA1289	chromosome	1400711	1401190	-	480	26	12	125	105	323	131	14	10	389	563	296	253	428	388	4	13	25	28	10	22	102	82	287	279
PA1290	chromosome	1401412	1402005	-	594	13	22	102	87	14	9	7	8	11	29	6	6	26	47	4	5	3	7	16	6	103	128	31	35
PA1291	chromosome	1402117	1402956	+	840	19	5	105	128	29	19	4	5	24	18	13	20	26	53	4	0	3	0	11	8	107	108	22	42
PA1292	chromosome	1402981	1403835	-	855	75	77	928	1057	281	159	72	88	357	500	290	207	421	322	107	102	145	92	118	83	972	998	578	738
PA1293	chromosome	1404136	1405197	-	1062	84	68	1081	1202	186	61	100	81	178	260	123	82	253	285	101	74	143	71	86	96	1188	995	434	712
PA1294	chromosome	1405338	1406462	+	1125	60	49	236	237	231	93	43	70	257	376	136	127	378	250	50	41	102	52	72	51	313	369	390	414
PA1295	chromosome	1406459	1406752	+	294	10	12	32	44	22	7	20	14	15	45	22	16	22	48	6	21	18	7	22	32	55	50	41	68
PA1296	chromosome	1407007	1407939	+	933	53	69	212	274	190	70	56	56	211	289	139	117	265	221	33	43	92	58	61	71	208	273	425	436
PA1297	chromosome	1407951	1408931	-	981	25	17	58	56	45	20	12	9	40	75	34	26	45	53	39	13	40	22	23	20	92	88	58	48
PA1298	chromosome	1408999	1409274	+	276	0	5	23	11	26	8	2	8	19	15	9	10	22	7	4	10	2	6	8	1	25	34	25	40
PA1299	chromosome	1409351	1409800	+	450	14	8	35	48	34	16	18	12	37	66	22	17	39	41	7	8	23	10	24	11	46	50	83	118
PA1300	chromosome	1409949	1410476	+	528	6	0	13	14	11	0	6	14	7	9	6	1	3	8	1	0	8	4	0	0	38	29	20	11
PA1301	chromosome	1410473	1411456	+	984	3	8	9	23	8	2	2	2	25	12	14	2	8	2	1	0	4	0	1	4	28	31	8	14
PA1302	chromosome	1411585	1414140	+	2556	27	10	69	68	58	12	7	16	60	91	19	20	116	54	10	4	18	13	25	4	98	94	63	97
PA1303	chromosome	1414147	1414686	-	540	17	8	57	56	8	2	14	2	12	22	10	12	21	21	9	15	37	15	30	17	53	76	46	46
PA1304	chromosome	1414763	1416814	-	2052	135	98	574	586	163	39	100	63	172	260	111	79	280	258	98	89	184	112	185	149	857	899	565	716
PA1305	chromosome	1416963	1417436	+	474	61	53	120	116	175	38	51	77	150	196	108	107	227	189	64	56	72	53	64	85	215	165	304	354
PA1306	chromosome	1417500	1417961	+	462	66	62	127	177	86	34	43	45	123	216	96	75	127	86	36	38	88	69	63	57	273	259	271	194
PA1307	chromosome	1417965	1418738	+	774	58	44	458	504	231	62	42	36	231	252	129	139	209	213	62	55	108	54	86	78	469	472	360	403
PA1308	chromosome	1418765	1419289	+	525	35	32	222	246	96	39	15	19	77	113	76	60	106	98	27	24	52	17	12	38	199	209	150	181
PA1309	chromosome	1419298	1420158	-	861	33	10	103	116	81	28	20	16	74	100	43	64	119	56	4	23	24	21	16	20	180	156	109	133
PA1310	chromosome	1420326	1421441	+	1116	14	2	62	58	25	4	4	2	12	50	8	12	16	27	5	4	8	12	6	5	58	53	24	31
PA1311	chromosome	1421477	1422304	+	828	11	5	84	96	23	4	12	5	36	49	14	14	46	28	6	4	16	4	4	3	69	67	56	28
PA1312	chromosome	1422355	1423266	-	912	21	20	83	74	34	12	12	14	38	69	30	29	93	58	17	10	18	20	16	26	115	117	66	97
PA1313	chromosome	1423374	1424732	+	1359	2	0	10	25	0	6	0	5	16	22	9	7	12	6	2	0	5	5	4	4	15	18	14	20
PA1314	chromosome	1424746	1425132	+	387	0	3	29	36	6	9	2	0	9	17	8	15	16	26	2	0	3	2	5	0	11	18	19	7
PA1315	chromosome	1425140	1425754	-	615	13	7	59	58	83	27	16	11	78	93	35	38	99	87	9	17	35	8	10	13	84	99	84	122
PA1316	chromosome	1425912	1427453	+	1542	23	16	219	242	103	64	10	15	151	207	68	79	155	202	23	12	41	22	28	26	201	182	144	157
PA1317	chromosome	1428080	1429075	+	996	86	135	95	135	18	6	46	46	42	48	20	15	32	29	78	75	84	70	78	102	230	187	31	28
PA1318	chromosome	1429082	1431058	+	1977	145	150	331	328	112	40	78	69	102	138	65	63	120	78	127	75	161	155	179	133	423	401	126	105
PA1319	chromosome	1431062	1431691	+	630	48	52	94	69	37	10	36	21	22	27	8	8	14	15	47	40	45	48	62	49	91	102	19	16
PA1320	chromosome	1431691	1432026	+	336	5	8	27	25	2	1	4	5	4	7	0	2	9	6	6	0	8	6	7	5	21	21	4	4
PA1321	chromosome	1432037	1432927	+	891	29	28	69	73	6	0	18	35	21	33	6	10	29	22	12	15	30	17	43	28	120	88	32	20
PA1322	chromosome	1433166	1435364	+	2199	14	15	67	40	28	12	4	7	34	32	30	28	29	43	8	0	2	2	14	16	64	41	68	58
PA1323	chromosome	1435493	1435825	+	333	72	34	723	903	1439	559	66	65	1612	2338	1149	1031	2836	2362	49	39	96	32	71	90	399	374	946	1349
PA1324	chromosome	1435885	1436397	+	513	82	47	1223	1219	1785	777	84	48	1852	2904	1619	1352	3231	2793	77	40	124	68	74	80	530	484	1277	1900
PA1325	chromosome	1436663	1437070	+	408	13	20	76	115	102	35	14	15	122	150	47	33	73	65	32	14	26	24	19	14	96	92	71	132
PA1326	chromosome	1437067	1438614	+	1548	55	30	339	383	102	57	30	41	129	152	53	46	104	112	35	10	65	38	35	51	268	318	154	161
PA1327	chromosome	1438706	1440676	+	1971	30	24	731	803	657	275	30	17	829	1102	620	443	1118	932	16	13	57	10	27	19	189	256	365	332
PA1328	chromosome	1440639	1441547	-	909	28	23	199	200	59	44	21	15	100	112	45	84	134	95	23	12	37	17	26	21	241	255	140	115
PA1329	chromosome	1441632	1442063	+	432	1	6	5	6	10	0	2	0	6	13	9	10	4	10	1	0	6	0	2	2	14	10	17	10
PA1330	chromosome	1442069	1442848	+	780	15	7	169	169	65	26	18	7	62	143	47	39	95	105	6	10	30	17	34	15	179	150	139	76
PA1331	chromosome	1442904	1444451	-	1548	54	46	274	261	327	158	61	56	385	476	277	193	484	510	39	35	75	20	52	48	410	396	235	244
PA1332	chromosome	1444720	1445271	-	552	31	24	165	144	160	71	18	10	164	224	101	92	193	171	16	10	50	17	54	18	190	181	164	128
PA1333	chromosome	1445405	1445611	-	207	23	16	126	131	207	92	21	11	177	252	143	120	229	174	14	13	24	13	16	14	111	121	254	275
PA1334	chromosome	1445806	1446918	-	1113	5	16	28	48	42	12	23	10	30	39	11	22	62	20	12	8	8	8	10	0	55	54	48	41
PA1335	chromosome	1447226	1448503	-	1278	41	28	288	287	142	73	30	26	155	276	113	159	238	236	23	6	53	35	23	42	407	419	229	280
PA1336	chromosome	1448548	1450449	-	1902	68	76	732	761	347	161	62	44	454	529	284	267	673	572	81	45	124	66	90	65	1578	1629	729	728
PA1337	chromosome	1450545	1451633	-	1089	334	140	8653	9202	4305	1875	200	173	4995	7339	3922	3268	8768	7327	160	90	537	142	168	142	13248	12795	4332	5709
PA1338	chromosome	1451719	1453392	-	1674	144	70	3030	3323	624	297	126	79	814	1168	617	567	1260	1072	73	51	217	70	107	97	11605	11374	1281	1670
PA1339	chromosome	1453470	1454204	-	735	144	76	2515	2447	801	342	71	69	897	1198	714	589	1334	1165	76	41	212	56	82	90	6378	6311	1453	1430
PA1340	chromosome	1454201	1454869	-	669	44	34	944	1161	382	163	43	24	367	481	263	266	574	497	30	14	57	27	23	29	3535	3386	494	699
PA1341	chromosome	1454866	1455612	-	747	36	22	1156	1265	538	224	44	19	536	778	434	371	857	760	26	14	83	38	46	42	3935	4072	812	1037
PA1342	chromosome	1455815	1456723	-	909	385	158	12313	13098	4526	2071	185	171	4128	6491	3304	2969	6753	5716	195	158	597	172	214	193	24851	23710	5251	7591
PA1343	chromosome	1457175	1457633	+	459	16	15	60	75	32	12	7	8	28	33	27	19	69	39	18	11	39	18	10	11	53	73	88	175
PA1344	chromosome	1457729	1458523	+	795	45	26	881	949	524	269	13	18	695	859	433	400	1084	811	18	20	50	19	17	24	258	340	458	429
PA1345	chromosome	1458707	1460296	+	1590	17	0	144	128	173	80	17	5	169	207	105	112	219	168	6	6	16	7	7	2	53	70	32	61
PA1346	chromosome	1460307	1461854	-	1548	1	2	48	78	18	8	3	2	16	21	14	16	17	16	0	0	5	4	0	2	23	31	7	22
PA1347	chromosome	1461938	1462630	-	693	6	4	27	29	17	8	2	2	25	26	12	6	16	18	0	2	9	0	0	0	27	36	34	48
PA1348	chromosome	1462696	1463403	+	708	9	6	100	142	92	57	6	4	102	148	84	76	156	101	10	4	20	4	5	10	44	71	128	101
PA1349	chromosome	1463586	1463936	+	351	8	2	45	71	56	24	6	0	71	131	72	34	82	95	0	0	5	2	0	2	19	13	14	51
PA1350	chromosome	1464111	1464860	+	750	4	0	72	63	62	33	0	7	68	91	55	37	84	87	6	4	12	2	11	0	29	29	25	40
PA1351	chromosome	1464878	1466101	+	1224	5	0	83	96	66	25	2	0	68	97	21	37	103	52	0	6	8	0	10	6	27	27	34	23
PA1352	chromosome	1466109	1467320	-	1212	0	2	19	12	8	2	2	2	16	29	11	11	24	16	0	0	2	0	10	0	14	10	13	10
PA1353	chromosome	1467488	1467901	-	414	6	2	186	156	50	21	0	0	46	98	40	37	91	77	0	0	6	0	0	2	15	32	24	31
PA1354	chromosome	1467938	1468363	-	426	10	2	204	200	77	34	0	7	121	159	97	59	126	99	0	8	7	2	0	5	37	60	107	61
PA1355	chromosome	1468510	1468890	+	381	0	2	13	10	33	17	3	0	13	23	10	22	25	18	7	3	0	1	4	2	5	6	12	14
PA1356	chromosome	1468913	1470019	+	1107	3	1	64	83	50	49	2	0	109	174	55	59	149	103	0	2	1	0	10	0	34	24	41	57
PA1357	chromosome	1470088	1470564	+	477	24	12	257	304	94	39	23	13	119	161	70	75	196	139	12	15	24	28	28	18	289	236	90	184
PA1358	chromosome	1470580	1470978	-	399	18	14	173	207	142	51	6	17	124	187	63	77	146	121	15	0	17	20	21	6	169	176	95	96
PA1359	chromosome	1471016	1471672	-	657	20	24	80	78	53	23	13	22	43	120	65	27	76	62	19	4	38	5	31	7	111	142	73	104
PA1360	chromosome	1471671	1472564	+	894	24	16	64	71	18	5	17	18	34	50	38	16	50	56	14	25	38	19	27	15	77	82	121	84
PA1361	chromosome	1472547	1473980	-	1434	78	53	90	140	52	21	39	33	78	82	37	32	129	83	50	45	81	50	53	48	157	209	214	181
PA1362	chromosome	1474391	1474714	+	324	5	4	56	73	15	13	2	0	23	37	10	6	25	23	2	4	8	7	2	9	49	50	40	44
PA1363	chromosome	1474727	1475467	+	741	6	6	18	22	24	3	14	5	32	28	19	18	31	14	7	2	5	8	18	17	27	28	26	67
PA1364	chromosome	1475464	1476306	+	843	10	1	17	28	6	6	5	7	27	31	4	13	30	16	6	0	6	5	11	5	54	37	25	21
PA1365	chromosome	1476384	1478825	+	2442	39	22	261	287	111	42	38	28	105	160	69	45	165	110	25	34	45	32	41	23	370	332	150	140
PA1366	chromosome	1479021	1479791	-	771	47	40	338	439	449	193	53	48	419	467	250	232	362	316	35	22	93	34	49	54	261	338	225	348
sRNA1367.1	chromosome	1479820	1480033	-	214	70	35	270	371	363	169	24	14	770	1005	318	298	451	358	36	31	95	20	37	28	180	210	126	265
PA1367	chromosome	1480215	1481051	-	837	7	6	99	95	38	9	5	6	48	50	26	19	45	50	11	11	14	13	1	12	115	75	81	95
PA1368	chromosome	1481334	1482758	-	1425	8	10	79	118	77	10	6	14	41	55	30	28	72	48	5	7	21	13	25	17	126	117	61	90
PA1369	chromosome	1483123	1483875	+	753	51	28	632	668	177	55	32	27	109	185	70	85	127	100	31	14	75	18	19	21	441	422	291	493
PA1370	chromosome	1483898	1485763	+	1866	74	70	1686	1844	193	98	84	41	191	283	120	169	226	162	54	55	110	53	58	40	909	776	417	536
PA1371	chromosome	1486266	1486967	-	702	110	89	715	901	290	102	55	64	227	332	192	119	269	262	43	44	97	69	84	69	709	725	515	841
PA1372	chromosome	1486960	1489095	-	2136	508	444	4344	4849	1551	656	430	346	1232	1725	826	796	1661	1494	350	327	779	470	551	458	3922	3596	2504	5337
PA1373	chromosome	1489815	1491083	-	1269	22	56	225	217	92	51	21	40	124	194	122	89	177	147	48	22	55	34	71	36	321	237	167	162
PA1374	chromosome	1491192	1491698	+	507	2	1	25	12	10	7	3	0	13	25	17	10	7	14	2	8	9	5	12	10	29	29	19	26
PA1375	chromosome	1491913	1493055	+	1143	71	35	349	411	170	77	55	75	160	250	153	105	329	327	57	26	80	49	53	61	472	504	472	430
PA1376	chromosome	1493090	1494823	-	1734	63	61	884	891	276	106	68	53	242	329	170	108	336	278	69	40	89	39	75	70	889	889	508	536
PA1377	chromosome	1494959	1495492	+	534	51	41	321	289	104	45	57	43	157	212	103	92	176	223	53	36	72	50	50	48	343	303	323	454
PA1378	chromosome	1495635	1495997	+	363	12	12	94	120	42	17	5	7	34	54	15	18	40	28	8	8	11	10	18	4	101	99	134	81
PA1379	chromosome	1496087	1496920	-	834	13	6	39	76	26	12	14	4	20	65	19	18	38	30	0	2	13	2	8	4	31	42	36	39
PA1380	chromosome	1497012	1497977	+	966	25	3	49	95	38	19	0	10	51	49	28	16	59	20	15	0	11	5	22	11	74	81	30	39
PA1381	chromosome	1498338	1498829	+	492	2	0	2	9	12	10	0	0	6	2	7	6	21	6	5	0	4	2	4	0	6	15	15	15
PA1382	chromosome	1498813	1501092	+	2280	43	37	303	307	216	95	39	47	262	303	184	132	293	214	52	22	76	37	68	52	292	274	260	308
PA1383	chromosome	1501611	1503416	+	1806	46	31	417	469	162	62	22	32	119	228	105	93	197	158	22	29	61	24	54	25	375	340	159	275
PA1384	chromosome	1503568	1504581	+	1014	0	2	25	25	30	10	20	5	39	43	16	10	18	21	6	0	14	10	6	0	25	20	29	49
PA1385	chromosome	1504605	1505729	+	1125	15	0	37	38	44	24	6	4	47	72	44	28	50	42	4	0	13	4	6	12	14	14	22	25
PA1386	chromosome	1505749	1507017	+	1269	6	12	59	88	137	54	7	4	70	78	66	64	87	87	7	4	16	6	8	22	35	49	37	97
PA1387	chromosome	1507164	1508720	+	1557	42	4	167	166	94	72	10	18	93	124	79	70	117	114	25	6	40	21	20	10	135	142	102	105
PA1388	chromosome	1508737	1509465	+	729	4	2	78	46	46	10	8	4	10	24	20	18	22	18	0	2	11	12	12	7	26	46	32	30
PA1389	chromosome	1509562	1511046	+	1485	16	13	78	75	71	25	6	3	60	117	38	20	56	38	13	6	23	10	8	12	79	59	70	107
PA1390	chromosome	1511232	1512266	+	1035	12	2	40	74	35	20	12	7	29	39	30	9	19	44	8	1	3	9	8	4	44	28	57	51
PA1391	chromosome	1512260	1514035	+	1776	2	4	53	83	13	6	8	17	35	33	24	31	42	16	11	4	18	4	16	16	62	53	78	44
PA1392	chromosome	1514036	1515280	+	1245	14	8	105	107	76	22	10	0	64	129	54	14	69	38	2	8	12	10	8	4	45	67	68	84
PA1393	chromosome	1515337	1515927	-	591	0	4	47	29	33	20	6	4	26	48	7	6	31	19	5	4	3	4	4	1	23	25	23	42
PA1394	chromosome	1516433	1516687	+	255	0	3	5	10	4	1	7	3	12	4	5	1	8	5	1	0	3	8	0	0	18	9	14	17
PA1395	chromosome	1516703	1517119	+	417	4	2	39	26	6	2	2	3	16	18	3	6	6	3	3	0	6	0	4	4	25	36	17	13
PA1396	chromosome	1517146	1518768	-	1623	32	30	147	167	90	21	33	33	79	90	36	30	96	56	30	25	53	13	46	29	190	179	132	122
PA1397	chromosome	1518914	1519546	+	633	20	9	55	83	45	22	16	14	40	72	26	19	43	58	11	4	30	21	29	31	112	107	87	99
PA1398	chromosome	1519627	1519968	+	342	6	5	70	70	34	9	15	22	29	44	25	16	32	28	8	17	24	11	22	19	46	74	34	60
PA1399	chromosome	1519984	1520904	-	921	30	10	87	98	24	16	16	12	50	47	27	40	109	62	20	8	29	6	15	16	69	109	74	84
PA1400	chromosome	1521109	1524396	+	3288	16	7	120	127	38	24	21	13	41	94	20	45	82	84	6	0	17	15	11	9	116	93	78	42
PA1401	chromosome	1524424	1524831	-	408	4	7	67	65	40	19	2	4	32	63	14	16	26	46	5	2	15	8	10	5	72	97	58	48
PA1402	chromosome	1524909	1525574	-	666	12	10	106	109	86	19	6	13	76	77	56	46	100	83	4	4	18	15	11	10	103	108	69	108
PA1403	chromosome	1525667	1526299	+	633	14	2	63	62	36	11	8	7	43	80	24	29	65	50	8	0	13	0	12	4	77	70	47	29
PA1404	chromosome	1526430	1526657	-	228	3	0	36	44	103	43	2	2	130	185	79	101	153	146	2	2	8	0	0	0	27	18	49	44
PA1405	chromosome	1527191	1528783	+	1593	63	68	237	237	38	12	34	42	60	54	38	30	108	55	54	23	56	44	50	49	351	414	85	126
PA1406	chromosome	1528803	1529561	-	759	16	10	103	75	25	17	8	13	52	60	36	25	61	53	10	7	18	24	28	20	77	84	49	43
PA1407	chromosome	1529597	1530538	-	942	16	21	59	64	39	22	23	8	58	61	37	33	74	55	15	12	7	17	26	8	48	63	53	53
PA1408	chromosome	1530605	1533028	-	2424	39	11	312	293	259	137	35	19	387	499	269	223	512	455	8	10	47	20	44	34	180	184	251	321
PA1409	chromosome	1533238	1534278	+	1041	2	2	218	186	15	8	4	4	23	33	14	8	9	28	4	4	12	2	2	6	174	186	111	152
PA1410	chromosome	1534289	1535380	+	1092	6	5	370	360	24	12	4	0	10	25	19	10	19	35	0	0	6	2	4	2	247	274	166	131
PA1411	chromosome	1535586	1536497	+	912	6	18	98	89	37	4	8	10	18	31	21	24	48	26	11	4	6	15	8	10	85	64	70	71
PA1412	chromosome	1536457	1537650	-	1194	2	2	43	34	16	8	3	0	23	20	14	23	22	16	0	2	3	0	0	11	30	36	31	30
PA1413	chromosome	1537755	1538627	+	873	13	26	120	101	84	28	12	9	63	88	36	58	94	119	12	8	17	29	11	15	124	165	107	110
PA1414	chromosome	1538683	1538916	+	234	473	196	1732	1643	1682	743	262	196	1520	2097	1346	1141	1993	1561	234	160	522	202	316	275	975	953	527	1199
PA1415	chromosome	1538976	1539704	-	729	91	46	345	294	554	241	52	45	602	922	490	440	915	664	53	42	76	47	69	59	264	232	341	442
PA1416	chromosome	1539749	1541131	-	1383	35	43	96	131	68	35	64	56	140	114	49	67	182	163	50	29	51	53	47	39	78	92	274	245
PA1417	chromosome	1541145	1542746	-	1602	82	61	103	116	19	15	77	84	63	61	43	37	90	80	49	51	81	74	42	97	108	96	236	223
PA1418	chromosome	1542822	1544213	-	1392	66	64	73	73	23	14	69	69	42	59	11	14	63	42	46	31	48	56	51	50	65	87	256	264
PA1419	chromosome	1544307	1545818	-	1512	27	21	15	36	18	14	10	28	31	22	20	12	38	28	17	21	30	23	43	32	32	31	144	136
PA1420	chromosome	1545837	1546256	-	420	22	17	20	14	9	2	3	18	6	4	11	5	0	7	19	11	8	23	17	17	14	8	57	65
PA1421	chromosome	1546271	1547230	-	960	193	228	146	142	32	9	256	248	49	71	19	19	35	61	163	151	260	207	233	248	115	134	719	845
PA1422	chromosome	1547437	1548330	+	894	12	25	49	65	62	46	1	18	89	109	48	71	118	89	14	8	8	18	21	12	72	74	93	129
PA1423	chromosome	1548334	1549587	-	1254	23	15	161	169	124	81	15	23	164	212	79	87	121	79	28	17	50	26	30	31	127	122	80	71
PA1424	chromosome	1549883	1550494	+	612	9	18	58	59	14	13	17	14	36	73	22	34	72	40	8	20	10	8	27	6	89	89	97	75
PA1425	chromosome	1550984	1552600	+	1617	32	43	66	51	46	29	11	18	63	89	53	32	106	59	26	20	51	23	26	39	56	54	103	122
PA1426	chromosome	1552641	1552997	+	357	6	6	48	45	22	5	1	8	15	25	12	9	24	27	8	6	4	4	0	6	60	55	49	42
PA1427	chromosome	1553112	1553675	+	564	20	8	68	99	32	22	12	8	57	61	30	29	72	48	15	12	19	8	18	6	93	98	92	101
PA1428	chromosome	1554415	1554846	+	432	41	26	28	46	106	48	45	28	106	120	76	48	144	110	46	11	35	26	36	37	38	56	188	214
PA1429	chromosome	1555012	1557720	+	2709	492	327	4271	4305	1159	541	412	349	1193	1635	1124	965	2260	1886	309	228	752	274	434	392	4255	4513	736	759
PA1430	chromosome	1558171	1558890	+	720	258	156	1989	1960	2176	956	160	151	2008	2972	1562	1397	2695	2224	159	89	327	168	253	211	1551	1621	2526	3885
PA1431	chromosome	1558880	1559122	-	243	162	95	2270	2361	1678	712	89	78	1603	2121	994	948	1686	1508	118	74	213	89	120	99	2036	1780	844	2567
PA1432	chromosome	1559254	1559859	+	606	907	628	3439	3871	1822	821	504	478	1629	2204	1256	1173	1972	1591	481	413	1158	441	731	608	4781	4644	3511	4849
PA1433	chromosome	1559966	1561918	-	1953	119	118	567	713	197	86	104	94	349	394	194	138	314	266	113	52	191	92	120	74	988	1066	625	768
PA1434	chromosome	1561919	1562632	-	714	7	6	40	54	64	24	12	8	101	80	42	37	44	49	2	2	19	7	4	4	50	68	74	86
PA1435	chromosome	1562813	1563970	+	1158	6	2	45	44	21	18	1	3	60	61	34	40	48	51	4	3	8	2	0	13	36	45	70	56
PA1436	chromosome	1563967	1567077	+	3111	21	8	80	113	64	30	12	14	76	116	62	26	111	102	19	4	43	4	13	4	61	82	41	119
PA1437	chromosome	1567181	1567870	+	690	19	8	170	94	72	32	2	6	99	118	41	44	70	88	15	6	17	8	14	14	109	123	112	113
PA1438	chromosome	1567848	1569293	+	1446	14	20	162	180	58	33	10	15	110	129	53	64	132	86	10	12	29	16	22	15	149	159	130	120
PA1439	chromosome	1569302	1569709	-	408	16	10	58	55	34	19	21	21	48	87	36	49	92	58	3	12	25	24	25	29	57	77	59	86
PA1440	chromosome	1569721	1570308	-	588	220	206	596	737	1070	491	244	202	871	1349	629	535	1388	1065	188	124	341	251	270	247	985	1019	1394	1847
PA1441	chromosome	1570496	1571779	+	1284	362	337	1498	1513	1142	467	230	219	1278	1996	727	784	1899	1382	304	224	476	268	311	273	1941	1883	865	1041
PA1442	chromosome	1572023	1572544	+	522	39	10	85	105	687	282	39	24	605	829	364	298	488	430	32	17	52	24	34	29	110	98	173	204
PA1443	chromosome	1572552	1573523	+	972	141	90	417	479	543	257	93	91	614	898	314	288	469	398	97	88	193	80	108	84	522	489	348	556
PA1444	chromosome	1573551	1574024	+	474	65	38	437	369	315	130	52	60	470	519	246	190	409	261	53	42	101	49	52	49	392	415	353	285
PA1445	chromosome	1574026	1574478	+	453	50	19	184	177	107	69	29	16	166	270	100	78	137	115	32	26	65	52	47	32	204	251	130	124
PA1446	chromosome	1574475	1575242	+	768	54	36	143	180	159	59	47	47	167	232	110	95	146	108	35	25	79	50	51	64	176	181	193	220
PA1447	chromosome	1575290	1575559	+	270	6	11	38	51	34	6	5	11	32	48	24	14	34	22	1	2	11	8	10	13	49	35	49	30
PA1448	chromosome	1575559	1576335	+	777	13	12	45	39	48	10	26	8	43	87	30	50	57	25	9	18	14	17	4	3	33	44	56	38
PA1449	chromosome	1576338	1577474	+	1137	19	33	44	57	47	18	14	7	61	112	34	21	34	35	10	4	36	16	10	14	69	46	86	79
PA1450	chromosome	1577547	1578806	+	1260	22	4	84	136	63	34	7	13	57	99	32	44	57	67	16	3	23	14	19	3	98	139	142	165
PA1451	chromosome	1578839	1580182	+	1344	27	22	181	183	75	16	18	8	56	109	21	29	79	83	10	12	45	9	39	23	114	188	181	193
PA1452	chromosome	1580321	1582444	+	2124	180	111	335	367	1100	574	140	128	1043	1557	613	669	952	797	148	138	256	131	155	146	484	445	596	678
PA1453	chromosome	1582528	1583817	+	1290	248	195	1119	988	1615	789	198	215	1972	2595	1048	904	1337	1239	211	144	342	159	278	241	1183	1369	1237	1239
